P. Name,P. Name Kepler,P. Zone Class,P. Composition Class,P. Mass (EU),P. Radius (EU),P. Gravity (EU),P. Ts Mean (K),P. Period (days),P. Mean Distance (AU),S. Name,S. Constellation,S. Mass (SU),S. Radius (SU),P. Habitable,P. Disc. Year,Norm Distance
KOI-952.04,Kepler-32 e,Hot,rocky-iron,2.22,1.32,1.28,686.9,2.90,0.03,KOI-952,Cyg,0.52,0.50,0,2015,0.03030303
KOI-952.05,Kepler-32 f,Hot,rocky-iron,8.07,1.88,2.28,1066.9,0.74,0.01,KOI-952,Cyg,0.52,0.50,0,2015,0.01010101
KOI-961.01,Kepler-42 b,Hot,rocky-iron,0.55,0.87,0.73,555.4,1.21,0.01,KOI-961,Cyg,0.13,0.17,0,2015,0.01010101
KOI-961.03,Kepler-42 d,Hot,rocky-iron,0.26,0.69,0.55,482.7,1.87,0.01,KOI-961,Cyg,0.13,0.17,0,2015,0.01010101
KOI-975.01,Kepler-21 b,Hot,rocky-iron,4.31,1.59,1.70,1824.7,2.79,0.04,KOI-975,Lyr,1.34,1.86,0,2015,0.04040404
KOI-986.01,Kepler-260 b,Hot,rocky-iron,12.31,2.09,2.82,843.4,8.19,0.08,KOI-986,Lyr,0.93,0.83,0,2015,0.08080808
KOI-986.02,Kepler-260 c,Hot,rocky-iron,4.51,1.61,1.74,420.0,76.05,0.34,KOI-986,Lyr,0.93,0.83,0,2015,0.34343434
KOI-988.01,Kepler-261 b,Hot,rocky-iron,16.14,2.23,3.25,725.6,10.38,0.09,KOI-988,Lyr,0.86,0.77,0,2015,0.09090909
KOI-988.02,Kepler-261 c,Hot,rocky-iron,12.55,2.10,2.85,554.9,24.57,0.16,KOI-988,Lyr,0.86,0.77,0,2015,0.16161616
KOI-993.01,Kepler-262 c,Hot,rocky-iron,6.01,1.74,1.98,660.4,21.85,0.15,KOI-993,Lyr,0.97,0.88,0,2015,0.15151515
KOI-993.02,Kepler-262 b,Hot,rocky-iron,3.41,1.49,1.53,773.2,13.06,0.11,KOI-993,Lyr,0.97,0.88,0,2015,0.11111111
KOI-999.02,Kepler-263 c,Hot,rocky-iron,22.30,2.40,3.87,467.5,47.33,0.24,KOI-999,Cyg,0.83,0.78,0,2015,0.24242424
KOI-1052.01,Kepler-265 c,Hot,rocky-iron,22.72,2.41,3.91,808.8,17.03,0.13,KOI-1052,Lyr,1.04,0.98,0,2015,0.13131313
KOI-1052.02,Kepler-265 b,Hot,rocky-iron,5.04,1.66,1.83,1070.4,6.85,0.07,KOI-1052,Lyr,1.04,0.98,0,2015,0.07070707
KOI-1052.03,Kepler-265 e,Hot,rocky-iron,20.29,2.35,3.67,527.8,67.83,0.33,KOI-1052,Lyr,1.04,0.98,0,2015,0.33333333
KOI-1052.04,Kepler-265 d,Hot,rocky-iron,15.24,2.20,3.15,604.2,43.13,0.24,KOI-1052,Lyr,1.04,0.98,0,2015,0.24242424
KOI-1078.01,Kepler-267 b,Hot,rocky-iron,13.05,2.12,2.90,665.0,3.35,0.03,KOI-1078,Cyg,0.49,0.47,0,2015,0.03030303
KOI-1078.02,Kepler-267 c,Hot,rocky-iron,10.72,2.02,2.63,532.5,6.88,0.06,KOI-1078,Cyg,0.49,0.47,0,2015,0.06060606
KOI-1078.03,Kepler-267 d,Hot,rocky-iron,10.51,2.01,2.60,348.5,28.46,0.14,KOI-1078,Cyg,0.49,0.47,0,2015,0.14141414
KOI-1102.03,Kepler-24 e,Hot,rocky-iron,20.67,2.36,3.71,797.0,19.00,0.14,KOI-1102,Lyr,0.96,1.09,0,2015,0.14141414
KOI-1102.04,Kepler-24 d,Hot,rocky-iron,4.51,1.61,1.74,1274.1,4.24,0.05,KOI-1102,Lyr,0.96,1.09,0,2015,0.05050505
KOI-1113.01,Kepler-268 b,Hot,rocky-iron,20.29,2.35,3.67,755.4,25.93,0.18,KOI-1113,Lyr,1.07,1.13,0,2015,0.18181818
KOI-1127.01,Kepler-269 b,Hot,rocky-iron,24.51,2.45,4.08,1056.4,5.33,0.06,KOI-1127,Lyr,1.02,0.92,0,2015,0.06060606
KOI-1127.02,Kepler-269 c,Hot,rocky-iron,4.61,1.62,1.76,915.4,8.13,0.08,KOI-1127,Lyr,1.02,0.92,0,2015,0.08080808
KOI-1148.01,Kepler-270 b,Hot,rocky-iron,7.28,1.83,2.17,1043.5,11.48,0.10,KOI-1148,Lyr,1.16,1.30,0,2015,0.10101010
KOI-1148.02,Kepler-270 c,Hot,rocky-iron,3.49,1.50,1.55,808.5,25.26,0.18,KOI-1148,Lyr,1.16,1.30,0,2015,0.18181818
KOI-1151.01,Kepler-271 b,Hot,rocky-iron,2.22,1.32,1.28,815.1,10.44,0.09,KOI-1151,Lyr,0.82,0.90,0,2015,0.09090909
KOI-1151.02,Kepler-271 c,Hot,rocky-iron,0.93,1.02,0.89,904.6,7.41,0.07,KOI-1151,Lyr,0.82,0.90,0,2015,0.07070707
KOI-1161.01,Kepler-272 c,Hot,rocky-iron,5.16,1.67,1.85,922.0,6.06,0.06,KOI-1161,Cyg,0.78,0.85,0,2015,0.06060606
KOI-1161.02,Kepler-272 d,Hot,rocky-iron,6.27,1.76,2.03,765.5,10.94,0.09,KOI-1161,Cyg,0.78,0.85,0,2015,0.09090909
KOI-1161.03,Kepler-272 b,Hot,rocky-iron,2.28,1.33,1.29,1153.8,2.97,0.04,KOI-1161,Cyg,0.78,0.85,0,2015,0.04040404
KOI-1163.01,Kepler-273 b,Hot,rocky-iron,3.92,1.55,1.63,1206.1,2.94,0.04,KOI-1163,Cyg,0.78,0.81,0,2015,0.04040404
KOI-1163.02,Kepler-273 c,Hot,rocky-iron,4.93,1.65,1.81,875.4,8.01,0.07,KOI-1163,Cyg,0.78,0.81,0,2015,0.07070707
KOI-1194.03,Kepler-415 b,Hot,rocky-iron,4.51,1.61,1.74,798.0,4.18,0.04,KOI-1194,Cyg,0.67,0.64,0,2015,0.04040404
KOI-1196.02,Kepler-274 b,Hot,rocky-iron,6.83,1.80,2.11,884.8,11.63,0.10,KOI-1196,Cyg,0.99,1.01,0,2015,0.10101010
KOI-1196.03,Kepler-274 c,Hot,rocky-iron,9.32,1.95,2.45,638.2,33.20,0.20,KOI-1196,Cyg,0.99,1.01,0,2015,0.20202020
KOI-1198.02,Kepler-275 b,Hot,rocky-iron,16.77,2.25,3.31,1068.7,10.30,0.10,KOI-1198,Cyg,1.34,1.28,0,2015,0.10101010
KOI-1236.02,Kepler-279 b,Hot,rocky-iron,25.45,2.47,4.17,991.2,12.31,0.11,KOI-1236,Lyr,1.10,1.07,0,2015,0.11111111
KOI-1240.01,Kepler-280 b,Hot,rocky-iron,2.87,1.42,1.42,1351.9,2.14,0.03,KOI-1240,Lyr,0.93,0.86,0,2015,0.03030303
KOI-1240.02,Kepler-280 c,Hot,rocky-iron,7.43,1.84,2.20,1046.6,4.81,0.05,KOI-1240,Lyr,0.93,0.86,0,2015,0.05050505
KOI-1258.02,Kepler-281 b,Hot,rocky-iron,19.53,2.33,3.60,742.7,14.65,0.12,KOI-1258,Cyg,0.98,0.88,0,2015,0.12121212
KOI-1278.01,Kepler-282 d,Hot,rocky-iron,18.45,2.30,3.49,672.5,24.81,0.16,KOI-1278,Lyr,0.97,0.89,0,2015,0.16161616
KOI-1278.03,Kepler-282 b,Hot,rocky-iron,0.99,1.04,0.91,901.5,9.22,0.09,KOI-1278,Lyr,0.97,0.89,0,2015,0.09090909
KOI-1278.04,Kepler-282 c,Hot,rocky-iron,1.69,1.22,1.14,797.9,13.64,0.11,KOI-1278,Lyr,0.97,0.89,0,2015,0.11111111
KOI-1301.01,Kepler-284 b,Hot,rocky-iron,24.05,2.44,4.04,750.5,12.70,0.10,KOI-1301,Cyg,0.91,0.83,0,2015,0.10101010
KOI-1305.01,Kepler-285 b,Hot,rocky-iron,2.73,1.40,1.39,1163.0,2.63,0.04,KOI-1305,Cyg,0.90,0.80,0,2015,0.04040404
KOI-1305.02,Kepler-285 c,Hot,rocky-iron,1.23,1.11,1.00,880.7,6.19,0.06,KOI-1305,Cyg,0.90,0.80,0,2015,0.06060606
KOI-1306.01,Kepler-286 b,Hot,rocky-iron,2.53,1.37,1.35,1513.4,1.80,0.03,KOI-1306,Cyg,1.00,0.91,0,2015,0.03030303
KOI-1306.02,Kepler-286 c,Hot,rocky-iron,3.24,1.47,1.50,1224.2,3.47,0.04,KOI-1306,Cyg,1.00,0.91,0,2015,0.04040404
KOI-1306.03,Kepler-286 d,Hot,rocky-iron,3.32,1.48,1.52,1030.8,5.91,0.06,KOI-1306,Cyg,1.00,0.91,0,2015,0.06060606
KOI-1306.04,Kepler-286 e,Hot,rocky-iron,6.69,1.79,2.09,624.9,29.22,0.19,KOI-1306,Cyg,1.00,0.91,0,2015,0.19191919
KOI-1307.02,Kepler-287 b,Hot,rocky-iron,22.30,2.40,3.87,728.9,20.34,0.14,KOI-1307,Cyg,0.95,1.01,0,2015,0.14141414
KOI-1332.02,Kepler-288 b,Hot,rocky-iron,4.82,1.64,1.79,1108.7,6.10,0.06,KOI-1332,Lyr,0.93,1.07,0,2015,0.06060606
KOI-1360.02,Kepler-290 b,Hot,rocky-iron,14.66,2.18,3.09,643.0,14.59,0.11,KOI-1360,Lyr,0.85,0.76,0,2015,0.11111111
KOI-1361.01,Kepler-61 b,Warm,rocky-iron,14.38,2.17,3.05,318.9,59.88,0.25,KOI-1361,Cyg,0.60,0.60,1,2015,0.25252525
KOI-1363.01,Kepler-291 b,Hot,rocky-iron,14.38,2.17,3.05,1258.5,3.55,0.05,KOI-1363,Lyr,1.09,0.99,0,2015,0.05050505
KOI-1363.02,Kepler-291 c,Hot,rocky-iron,8.95,1.93,2.40,1078.3,5.70,0.06,KOI-1363,Lyr,1.09,0.99,0,2015,0.06060606
KOI-1364.04,Kepler-292 c,Hot,rocky-iron,6.69,1.79,2.09,1130.5,3.72,0.05,KOI-1364,Cyg,0.92,0.92,0,2015,0.05050505
KOI-1364.05,Kepler-292 b,Hot,rocky-iron,4.93,1.65,1.81,1270.2,2.58,0.04,KOI-1364,Cyg,0.92,0.92,0,2015,0.04040404
KOI-1396.02,Kepler-294 b,Hot,rocky-iron,6.69,1.79,2.09,1204.5,3.70,0.05,KOI-1396,Lyr,1.03,0.94,0,2015,0.05050505
KOI-1413.01,Kepler-295 b,Hot,rocky-iron,3.09,1.45,1.47,779.6,12.65,0.10,KOI-1413,Lyr,0.80,0.89,0,2015,0.10101010
KOI-1413.02,Kepler-295 c,Hot,rocky-iron,1.60,1.20,1.11,655.9,21.53,0.14,KOI-1413,Lyr,0.80,0.89,0,2015,0.14141414
KOI-1422.01,Kepler-296 c,Hot,rocky-iron,3.66,1.52,1.58,479.5,5.84,0.05,KOI-1422,Dra,0.38,0.37,0,2015,0.05050505
KOI-1422.02,Kepler-296 d,Hot,rocky-iron,4.93,1.65,1.81,333.7,19.85,0.10,KOI-1422,Dra,0.38,0.37,0,2015,0.10101010
KOI-1422.04,Kepler-296 f,Warm,rocky-iron,1.74,1.23,1.15,234.8,63.34,0.23,KOI-1422,Dra,0.38,0.37,1,2015,0.23232323
KOI-1422.05,Kepler-296 e,Warm,rocky-iron,1.12,1.08,0.96,278.2,34.14,0.15,KOI-1422,Dra,0.38,0.37,1,2015,0.15151515
KOI-1430.01,Kepler-298 b,Hot,rocky-iron,15.54,2.21,3.18,613.2,10.48,0.08,KOI-1430,Dra,0.67,0.65,0,2015,0.08080808
KOI-1430.02,Kepler-298 c,Hot,rocky-iron,17.10,2.26,3.35,483.7,22.93,0.14,KOI-1430,Dra,0.67,0.65,0,2015,0.14141414
KOI-1432.01,Kepler-299 c,Hot,rocky-iron,9.90,1.98,2.52,978.0,6.89,0.07,KOI-1432,Dra,1.01,0.92,0,2015,0.07070707
KOI-1432.02,Kepler-299 d,Hot,rocky-iron,5.88,1.73,1.97,761.3,15.05,0.12,KOI-1432,Dra,1.01,0.92,0,2015,0.12121212
KOI-1432.03,Kepler-299 b,Hot,rocky-iron,1.69,1.22,1.14,1276.9,2.93,0.04,KOI-1432,Dra,1.01,0.92,0,2015,0.04040404
KOI-1432.04,Kepler-299 e,Hot,rocky-iron,5.63,1.71,1.93,568.7,38.29,0.22,KOI-1432,Dra,1.01,0.92,0,2015,0.22222222
KOI-1435.01,Kepler-300 c,Hot,rocky-iron,13.84,2.15,2.99,562.5,40.72,0.23,KOI-1435,Cyg,0.97,0.88,0,2015,0.23232323
KOI-1435.02,Kepler-300 b,Hot,rocky-iron,8.07,1.88,2.28,855.4,10.45,0.09,KOI-1435,Cyg,0.97,0.88,0,2015,0.09090909
KOI-1436.01,Kepler-301 b,Hot,rocky-iron,2.28,1.33,1.29,1314.5,2.51,0.04,KOI-1436,Dra,0.94,0.88,0,2015,0.04040404
KOI-1436.02,Kepler-301 d,Hot,rocky-iron,9.51,1.96,2.47,769.1,13.75,0.11,KOI-1436,Dra,0.94,0.88,0,2015,0.11111111
KOI-1436.03,Kepler-301 c,Hot,rocky-iron,2.66,1.39,1.38,1026.3,5.42,0.06,KOI-1436,Dra,0.94,0.88,0,2015,0.06060606
KOI-1442.01,Kepler-407 b,Hot,rocky-iron,1.65,1.21,1.12,2114.2,0.67,0.02,KOI-1442,Dra,1.05,1.07,0,2015,0.02020202
KOI-1515.01,Kepler-303 b,Hot,rocky-iron,0.73,0.95,0.81,825.4,1.94,0.02,KOI-1515,Lyr,0.52,0.51,0,2015,0.02020202
KOI-1515.02,Kepler-303 c,Hot,rocky-iron,1.39,1.15,1.05,550.7,7.06,0.06,KOI-1515,Lyr,0.52,0.51,0,2015,0.06060606
KOI-1529.01,Kepler-59 c,Hot,rocky-iron,4.61,1.62,1.76,794.7,17.98,0.14,KOI-1529,Lyr,1.07,1.01,0,2015,0.14141414
KOI-1529.02,Kepler-59 b,Hot,rocky-iron,0.93,1.02,0.89,899.0,11.87,0.10,KOI-1529,Lyr,1.07,1.01,0,2015,0.10101010
KOI-1567.02,Kepler-306 b,Hot,rocky-iron,7.13,1.82,2.15,973.2,4.65,0.05,KOI-1567,Lyr,0.87,0.85,0,2015,0.05050505
KOI-1589.03,Kepler-84 e,Hot,rocky-iron,18.45,2.30,3.49,684.4,27.43,0.18,KOI-1589,Cyg,1.00,1.02,0,2015,0.18181818
KOI-1589.04,Kepler-84 d,Hot,rocky-iron,2.11,1.30,1.25,1224.5,4.22,0.05,KOI-1589,Cyg,1.00,1.02,0,2015,0.05050505
KOI-1589.05,Kepler-84 f,Hot,rocky-iron,12.07,2.08,2.79,587.1,44.55,0.25,KOI-1589,Cyg,1.00,1.02,0,2015,0.25252525
KOI-1593.01,Kepler-308 b,Hot,rocky-iron,16.14,2.23,3.25,880.6,9.70,0.09,KOI-1593,Cyg,1.00,0.91,0,2015,0.09090909
KOI-1593.02,Kepler-308 c,Hot,rocky-iron,14.95,2.19,3.12,761.3,15.38,0.12,KOI-1593,Cyg,1.00,0.91,0,2015,0.12121212
KOI-1596.01,Kepler-309 b,Hot,rocky-iron,0.96,1.03,0.90,562.5,5.92,0.05,KOI-1596,Cyg,0.51,0.49,0,2015,0.05050505
KOI-1596.02,Kepler-309 c,Warm,rocky-iron,12.31,2.09,2.82,248.7,105.36,0.35,KOI-1596,Cyg,0.51,0.49,1,2015,0.35353535
KOI-1598.02,Kepler-310 d,Hot,rocky-iron,21.47,2.38,3.79,428.5,92.88,0.39,KOI-1598,Cyg,0.89,0.85,0,2015,0.39393939
KOI-1598.03,Kepler-310 b,Hot,rocky-iron,1.65,1.21,1.12,749.6,13.93,0.11,KOI-1598,Cyg,0.89,0.85,0,2015,0.11111111
KOI-1608.01,Kepler-311 b,Hot,rocky-iron,4.11,1.57,1.67,967.6,9.18,0.09,KOI-1608,Lyr,0.97,1.08,0,2015,0.09090909
KOI-1608.02,Kepler-311 c,Hot,rocky-iron,3.17,1.46,1.49,757.4,19.74,0.14,KOI-1608,Lyr,0.97,1.08,0,2015,0.14141414
KOI-1612.01,Kepler-408 b,Hot,rocky-iron,0.27,0.70,0.56,1584.5,2.47,0.04,KOI-1612,Dra,1.08,1.23,0,2015,0.04040404
KOI-1628.01,Kepler-312 c,Hot,rocky-iron,23.60,2.43,4.00,784.3,19.75,0.15,KOI-1628,Cyg,1.20,1.11,0,2015,0.15151515
KOI-1628.02,Kepler-312 b,Hot,rocky-iron,0.81,0.98,0.85,1673.0,1.77,0.03,KOI-1628,Cyg,1.20,1.11,0,2015,0.03030303
KOI-1647.01,Kepler-313 b,Hot,rocky-iron,8.59,1.91,2.35,829.1,14.97,0.12,KOI-1647,Cyg,0.96,1.07,0,2015,0.12121212
KOI-1647.02,Kepler-313 c,Hot,rocky-iron,5.51,1.70,1.91,649.6,32.28,0.20,KOI-1647,Cyg,0.96,1.07,0,2015,0.20202020
KOI-1692.02,Kepler-314 b,Hot,rocky-iron,0.44,0.81,0.66,1247.5,2.46,0.04,KOI-1692,Cyg,1.03,0.91,0,2015,0.04040404
KOI-1713.01,Kepler-316 c,Hot,rocky-iron,2.22,1.32,1.28,599.4,6.83,0.06,KOI-1713,Cyg,0.56,0.55,0,2015,0.06060606
KOI-1713.02,Kepler-316 b,Hot,rocky-iron,1.56,1.19,1.10,850.3,2.24,0.03,KOI-1713,Cyg,0.56,0.55,0,2015,0.03030303
KOI-1760.01,Kepler-317 b,Hot,rocky-iron,12.80,2.11,2.88,997.2,5.52,0.06,KOI-1760,Cyg,0.98,0.94,0,2015,0.06060606
KOI-1760.02,Kepler-317 c,Hot,rocky-iron,7.59,1.85,2.22,858.9,8.78,0.08,KOI-1760,Cyg,0.98,0.94,0,2015,0.08080808
KOI-1781.02,Kepler-411 b,Hot,rocky-iron,9.13,1.94,2.43,1029.1,3.01,0.04,KOI-1781,Cyg,0.83,0.77,0,2015,0.04040404
KOI-1806.02,Kepler-320 c,Hot,rocky-iron,2.80,1.41,1.41,814.8,17.93,0.14,KOI-1806,Cyg,1.08,1.04,0,2015,0.14141414
KOI-1806.03,Kepler-320 b,Hot,rocky-iron,1.02,1.05,0.93,1034.3,8.37,0.08,KOI-1806,Cyg,1.08,1.04,0,2015,0.08080808
KOI-1809.01,Kepler-321 c,Hot,rocky-iron,16.46,2.24,3.28,852.0,13.09,0.11,KOI-1809,Cyg,1.06,1.07,0,2015,0.11111111
KOI-1809.02,Kepler-321 b,Hot,rocky-iron,6.55,1.78,2.07,1157.8,4.92,0.06,KOI-1809,Cyg,1.06,1.07,0,2015,0.06060606
KOI-1820.01,Kepler-322 c,Hot,rocky-iron,4.31,1.59,1.70,1056.0,4.34,0.05,KOI-1820,Lyr,0.74,0.83,0,2015,0.05050505
KOI-1820.02,Kepler-322 b,Hot,rocky-iron,0.76,0.96,0.82,1434.4,1.65,0.02,KOI-1820,Lyr,0.74,0.83,0,2015,0.02020202
KOI-1824.01,Kepler-323 c,Hot,rocky-iron,8.95,1.93,2.40,1536.6,3.55,0.05,KOI-1824,Lyr,1.12,1.38,0,2015,0.05050505
KOI-1824.02,Kepler-323 b,Hot,rocky-iron,5.51,1.70,1.91,1956.3,1.68,0.03,KOI-1824,Lyr,1.12,1.38,0,2015,0.03030303
KOI-1831.02,Kepler-324 b,Hot,rocky-iron,1.23,1.11,1.00,975.0,4.39,0.05,KOI-1831,Dra,0.90,0.80,0,2015,0.05050505
KOI-1835.03,Kepler-326 d,Hot,rocky-iron,23.60,2.43,4.00,1153.6,6.77,0.07,KOI-1835,Cyg,0.93,1.59,0,2015,0.07070707
KOI-1867.01,Kepler-327 b,Hot,rocky-iron,2.16,1.31,1.26,727.1,2.55,0.03,KOI-1867,Cyg,0.50,0.49,0,2015,0.03030303
KOI-1867.02,Kepler-327 d,Hot,rocky-iron,5.51,1.70,1.91,433.2,13.97,0.09,KOI-1867,Cyg,0.50,0.49,0,2015,0.09090909
KOI-1867.03,Kepler-327 c,Hot,rocky-iron,1.79,1.24,1.16,579.9,5.21,0.05,KOI-1867,Cyg,0.50,0.49,0,2015,0.05050505
KOI-1874.01,Kepler-329 c,Hot,rocky-iron,11.61,2.06,2.73,429.2,18.68,0.11,KOI-1874,Cyg,0.53,0.52,0,2015,0.11111111
KOI-1874.02,Kepler-329 b,Hot,rocky-iron,2.47,1.36,1.33,559.9,7.42,0.06,KOI-1874,Cyg,0.53,0.52,0,2015,0.06060606
KOI-1891.01,Kepler-330 c,Hot,rocky-iron,15.54,2.21,3.18,617.3,15.96,0.12,KOI-1891,Cyg,0.82,0.74,0,2015,0.12121212
KOI-1891.02,Kepler-330 b,Hot,rocky-iron,2.16,1.31,1.26,747.0,8.26,0.07,KOI-1891,Cyg,0.82,0.74,0,2015,0.07070707
KOI-1895.01,Kepler-331 b,Hot,rocky-iron,10.10,1.99,2.55,583.2,8.46,0.07,KOI-1895,Lyr,0.54,0.52,0,2015,0.07070707
KOI-1895.02,Kepler-331 c,Hot,rocky-iron,11.38,2.05,2.71,469.7,17.28,0.11,KOI-1895,Lyr,0.54,0.52,0,2015,0.11111111
KOI-1895.03,Kepler-331 d,Hot,rocky-iron,8.77,1.92,2.38,389.2,32.13,0.16,KOI-1895,Lyr,0.54,0.52,0,2015,0.16161616
KOI-1905.01,Kepler-332 b,Hot,rocky-iron,3.09,1.45,1.47,831.1,7.63,0.07,KOI-1905,Lyr,0.80,0.86,0,2015,0.07070707
KOI-1905.02,Kepler-332 c,Hot,rocky-iron,2.11,1.30,1.25,655.9,16.00,0.12,KOI-1905,Lyr,0.80,0.86,0,2015,0.12121212
KOI-1905.03,Kepler-332 d,Hot,rocky-iron,2.80,1.41,1.41,518.8,34.21,0.19,KOI-1905,Lyr,0.80,0.86,0,2015,0.19191919
KOI-1908.01,Kepler-333 b,Hot,rocky-iron,3.17,1.46,1.49,508.6,12.55,0.09,KOI-1908,Cyg,0.59,0.58,0,2015,0.09090909
KOI-1908.02,Kepler-333 c,Hot,rocky-iron,1.60,1.20,1.11,413.6,24.09,0.14,KOI-1908,Cyg,0.59,0.58,0,2015,0.14141414
KOI-1909.01,Kepler-334 c,Hot,rocky-iron,2.53,1.37,1.35,828.5,12.76,0.11,KOI-1909,Lyr,0.96,1.00,0,2015,0.11111111
KOI-1909.02,Kepler-334 b,Hot,rocky-iron,0.96,1.03,0.90,1081.6,5.47,0.06,KOI-1909,Lyr,0.96,1.00,0,2015,0.06060606
KOI-1909.03,Kepler-334 d,Hot,rocky-iron,2.66,1.39,1.38,669.2,25.10,0.17,KOI-1909,Lyr,0.96,1.00,0,2015,0.17171717
KOI-1915.01,Kepler-335 b,Hot,rocky-iron,5.39,1.69,1.89,1013.8,6.56,0.07,KOI-1915,Cyg,1.02,0.93,0,2015,0.07070707
KOI-1915.02,Kepler-335 c,Hot,rocky-iron,3.32,1.48,1.52,485.6,67.85,0.33,KOI-1915,Cyg,1.02,0.93,0,2015,0.33333333
KOI-1916.01,Kepler-336 d,Hot,rocky-iron,5.04,1.66,1.83,692.0,20.68,0.14,KOI-1916,Lyr,0.94,0.86,0,2015,0.14141414
KOI-1916.02,Kepler-336 c,Hot,rocky-iron,2.87,1.42,1.42,878.7,9.60,0.09,KOI-1916,Lyr,0.94,0.86,0,2015,0.09090909
KOI-1916.03,Kepler-336 b,Hot,rocky-iron,0.31,0.73,0.59,1439.1,2.02,0.03,KOI-1916,Lyr,0.94,0.86,0,2015,0.03030303
KOI-1925.01,Kepler-409 b,Hot,rocky-iron,0.81,0.98,0.85,434.8,68.96,0.32,KOI-1925,Cyg,0.92,0.89,0,2015,0.32323232
KOI-1929.01,Kepler-337 c,Hot,rocky-iron,6.27,1.76,2.03,1046.3,9.69,0.09,KOI-1929,Cyg,0.97,1.42,0,2015,0.09090909
KOI-1929.02,Kepler-337 b,Hot,rocky-iron,2.11,1.30,1.25,1474.7,3.29,0.04,KOI-1929,Cyg,0.97,1.42,0,2015,0.04040404
KOI-1930.01,Kepler-338 b,Hot,rocky-iron,25.45,2.47,4.17,1054.9,13.73,0.12,KOI-1930,Lyr,1.14,1.74,0,2015,0.12121212
KOI-1930.02,Kepler-338 c,Hot,rocky-iron,21.07,2.37,3.75,879.7,24.31,0.17,KOI-1930,Lyr,1.14,1.74,0,2015,0.17171717
KOI-1930.04,Kepler-338 e,Hot,rocky-iron,6.27,1.76,2.03,1185.3,9.34,0.09,KOI-1930,Lyr,1.14,1.74,0,2015,0.09090909
KOI-1931.01,Kepler-339 b,Hot,rocky-iron,3.17,1.46,1.49,992.6,4.98,0.05,KOI-1931,Cyg,0.88,0.81,0,2015,0.05050505
KOI-1931.02,Kepler-339 d,Hot,rocky-iron,1.43,1.16,1.06,777.3,10.56,0.09,KOI-1931,Cyg,0.88,0.81,0,2015,0.09090909
KOI-1931.03,Kepler-339 c,Hot,rocky-iron,1.51,1.18,1.09,886.9,6.99,0.07,KOI-1931,Cyg,0.88,0.81,0,2015,0.07070707
KOI-1952.01,Kepler-341 c,Hot,rocky-iron,5.88,1.73,1.97,989.7,8.01,0.08,KOI-1952,Lyr,1.00,1.00,0,2015,0.08080808
KOI-1952.02,Kepler-341 d,Hot,rocky-iron,9.51,1.96,2.47,671.5,27.67,0.18,KOI-1952,Lyr,1.00,1.00,0,2015,0.18181818
KOI-1952.03,Kepler-341 b,Hot,rocky-iron,1.35,1.14,1.04,1129.9,5.20,0.06,KOI-1952,Lyr,1.00,1.00,0,2015,0.06060606
KOI-1952.04,Kepler-341 e,Hot,rocky-iron,23.60,2.43,4.00,593.1,42.47,0.24,KOI-1952,Lyr,1.00,1.00,0,2015,0.24242424
KOI-1955.01,Kepler-342 b,Hot,rocky-iron,7.13,1.82,2.15,910.9,15.17,0.13,KOI-1955,Cyg,1.20,1.18,0,2015,0.13131313
KOI-1955.02,Kepler-342 d,Hot,rocky-iron,19.17,2.32,3.56,679.4,39.46,0.24,KOI-1955,Cyg,1.20,1.18,0,2015,0.24242424
KOI-1955.04,Kepler-342 c,Hot,rocky-iron,4.31,1.59,1.70,763.5,26.23,0.18,KOI-1955,Cyg,1.20,1.18,0,2015,0.18181818
KOI-1960.01,Kepler-343 b,Hot,rocky-iron,6.69,1.79,2.09,988.5,8.97,0.09,KOI-1960,Lyr,1.02,1.05,0,2015,0.09090909
KOI-1960.02,Kepler-343 c,Hot,rocky-iron,3.75,1.53,1.60,728.4,23.22,0.16,KOI-1960,Lyr,1.02,1.05,0,2015,0.16161616
KOI-1977.01,Kepler-345 c,Hot,rocky-iron,1.69,1.22,1.14,599.5,9.39,0.07,KOI-1977,Cyg,0.62,0.63,0,2015,0.07070707
KOI-1977.02,Kepler-345 b,Hot,rocky-iron,0.40,0.79,0.64,638.9,7.42,0.06,KOI-1977,Cyg,0.62,0.63,0,2015,0.06060606
KOI-1992.01,Kepler-347 b,Hot,rocky-iron,10.10,1.99,2.55,855.2,12.80,0.11,KOI-1992,Cyg,1.07,1.00,0,2015,0.11111111
KOI-1992.02,Kepler-347 c,Hot,rocky-iron,4.82,1.64,1.79,670.1,27.32,0.18,KOI-1992,Cyg,1.07,1.00,0,2015,0.18181818
KOI-2011.01,Kepler-348 b,Hot,rocky-iron,2.28,1.33,1.29,1146.9,7.06,0.08,KOI-2011,Cyg,1.20,1.19,0,2015,0.08080808
KOI-2011.02,Kepler-348 c,Hot,rocky-iron,1.09,1.07,0.95,857.5,17.27,0.14,KOI-2011,Cyg,1.20,1.19,0,2015,0.14141414
KOI-2022.01,Kepler-349 b,Hot,rocky-iron,8.24,1.89,2.31,1030.7,5.93,0.06,KOI-2022,Cyg,1.00,0.91,0,2015,0.06060606
KOI-2022.02,Kepler-349 c,Hot,rocky-iron,9.70,1.97,2.50,819.7,12.25,0.10,KOI-2022,Cyg,1.00,0.91,0,2015,0.10101010
